Timestamp,"Power (Wm) - sid = 787470 (Incomer)"
"2018-07-01 11:42:00",865.00
"2018-07-01 11:43:00",777.00
"2018-07-01 11:44:00",639.00
"2018-07-01 11:45:00",718.00
"2018-07-01 11:46:00",512.00
"2018-07-01 11:47:00",688.00
"2018-07-01 11:48:00",513.00
"2018-07-01 11:49:00",550.00
"2018-07-01 11:50:00",500.00
"2018-07-01 11:51:00",443.00
"2018-07-01 11:52:00",468.00
"2018-07-01 11:53:00",455.00
"2018-07-01 11:54:00",471.00
"2018-07-01 11:55:00",481.00
"2018-07-01 11:56:00",458.00
"2018-07-01 11:57:00",476.00
"2018-07-01 11:58:00",597.00
"2018-07-01 11:59:00",617.00
"2018-07-01 12:00:00",630.00
"2018-07-01 12:01:00",656.00
"2018-07-01 12:02:00",572.00
"2018-07-01 12:03:00",638.00
"2018-07-01 12:04:00",666.00
"2018-07-01 12:05:00",688.00
"2018-07-01 12:06:00",665.00
"2018-07-01 12:07:00",778.00
"2018-07-01 12:08:00",850.00
"2018-07-01 12:09:00",715.00
"2018-07-01 12:10:00",706.00
"2018-07-01 12:11:00",732.00
"2018-07-01 12:12:00",578.00
"2018-07-01 12:13:00",434.00
"2018-07-01 12:14:00",1055.00
"2018-07-01 12:15:00",591.00
"2018-07-01 12:16:00",585.00
"2018-07-01 12:17:00",599.00
"2018-07-01 12:18:00",904.00
"2018-07-01 12:19:00",1159.00
"2018-07-01 12:20:00",2289.00
"2018-07-01 12:21:00",4020.00
"2018-07-01 12:22:00",3120.00
"2018-07-01 12:23:00",1715.00
"2018-07-01 12:24:00",584.00
"2018-07-01 12:25:00",1479.00
"2018-07-01 12:26:00",578.00
"2018-07-01 12:27:00",1520.00
"2018-07-01 12:28:00",460.00
"2018-07-01 12:29:00",1213.00
"2018-07-01 12:30:00",962.00
"2018-07-01 12:31:00",922.00
"2018-07-01 12:32:00",1360.00
"2018-07-01 12:33:00",1044.00
"2018-07-01 12:34:00",1050.00
"2018-07-01 12:35:00",1451.00
"2018-07-01 12:36:00",521.00
"2018-07-01 12:37:00",1409.00
"2018-07-01 12:38:00",909.00
