Last Updated,PV1 Current (A),PV2 Current (A),PV1 Voltage (V),PV2 Voltage (V),Output Current (A),Network Voltage (V),Power Now (W),Exported Power (W),PV1 Input Power (W),PV2 Input Power (W),FAC1 (HZ),Exported energy (kWh),Grid Consumption (kWh),Today's Energy (kWh),Total Energy (kWh)
2018/7/4 4:45:51,0,0.1,0,240.8,0.6,242.6,23,0,0,40,0,0,0,1260.1,
2018/7/4 4:50:51,0,0.1,0,236.8,0.6,242.5,28,0,0,45,49.96,0,0,0,1260.1
2018/7/4 4:55:51,0,0.2,0,238,0.6,241.9,31,0,0,49,0,0,0,1260.1,
2018/7/4 5:00:51,0,0.2,0,237.6,0.6,242.4,35,0,0,51,49.94,0,0,0,1260.1
2018/7/4 5:05:51,0,0.2,0,238.4,0.6,241.7,38,0,0,55,49.9,0,0,0,1260.1
2018/7/4 5:10:51,0,0.2,0,234.4,0.6,242.3,41,0,0,57,49.93,0,0,0,1260.1
2018/7/4 5:15:51,0,0.2,0,241.9,0.6,243,44,0,0,61,49.96,0,0,0,1260.1
2018/7/4 5:20:51,0,0.2,0,242.4,0.7,243.1,46,0,0,62,49.94,0,0,0,1260.1
2018/7/4 5:25:51,0,0.2,0,241.5,0.6,242.9,45,0,0,61,49.96,0,0,0,1260.1
2018/7/4 5:30:51,0,0.2,0,242,0.6,239.8,45,0,0,62,49.94,0,0,0,1260.1
2018/7/4 5:35:51,0,0.2,0,241.3,0.6,242.5,48,0,0,64,49.97,0,0,0,1260.1
2018/7/4 5:40:51,0,0.2,0,237.9,0.6,241,48,0,0,64,49.97,0,0,0,1260.1
2018/7/4 5:45:51,0,0.2,0,240.5,0.6,238.7,49,0,0,66,50.02,0,0,0,1260.1
2018/7/4 5:50:51,0,0.3,0,243,0.6,238.6,54,0,0,72,50.03,0,0,0,1260.1
2018/7/4 5:55:51,0,0.3,0,242.4,0.6,240.8,59,0,0,77,50.03,0,0,0,1260.1
2018/7/4 6:00:57,0,0.3,0,244.3,0.7,240.4,70,0,0,86,50.01,0,0,0,1260.1
2018/7/4 6:05:52,0,0.3,0,248.5,0.7,237.1,78,0,0,96,50,0,0,0,1260.1
2018/7/4 6:10:51,0,0.4,0,249.9,0.7,240.2,85,0,0,104,49.98,0,0,0,1260.1
2018/7/4 6:15:51,0,0.4,0,249.1,0.8,240.5,93,0,0,112,50.02,0,0,0,1260.1
2018/7/4 6:20:51,0,0.4,0,250.4,0.8,242.5,100,0,0,117,49.99,0,0,0,1260.1
2018/7/4 6:25:51,0,0.5,0,247.5,0.8,243.2,106,0,0,124,49.98,0,0,0,1260.1
2018/7/4 6:30:51,0,0.4,0,247.9,0.8,241.5,105,0,0,123,49.97,0,0,0.1,1260.2
2018/7/4 6:35:51,0,0.5,0,248.9,0.8,241.3,111,0,0,128,49.97,0,0,0.1,1260.2
2018/7/4 6:40:51,0,0.5,0,249.3,0.8,240.5,114,0,0,130,49.94,0,0,0.1,1260.2
2018/7/4 6:45:51,0,0.5,0,249.8,0.8,242.2,123,0,0,137,49.93,0,0,0.1,1260.2
2018/7/4 6:50:52,0,0.7,0,249,1,240.1,160,0,0,179,49.91,0,0,0.1,1260.2
2018/7/4 6:55:52,0,0.7,0,242.9,1,239.4,158,0,0,176,49.93,0,0,0.1,1260.2
2018/7/4 7:00:52,0,0.8,0,240.7,1.1,240.3,188,0,0,206,49.91,0,0,0.1,1260.2
2018/7/4 7:05:52,0,0.9,0,241.1,1.1,238.8,206,0,0,229,49.95,0,0,0.1,1260.2
2018/7/4 7:10:52,0,1,0,243.5,1.2,240.4,243,0,0,262,49.97,0,0,0.2,1260.3
2018/7/4 7:15:52,0,1.1,0,249.1,1.3,242,267,0,0,287,49.97,0,0,0.2,1260.3
2018/7/4 7:20:52,0,1.2,0,245.4,1.4,239.7,275,0,0,297,50.01,0,0,0.2,1260.3
2018/7/4 7:25:52,0,1,0,246.6,1.2,242.3,232,0,0,249,49.98,0,0,0.2,1260.3
2018/7/4 7:30:52,0,0.8,0,249.7,1.1,241.7,185,0,0,201,0,0,0.2,1260.3,
2018/7/4 7:35:52,0,0.7,0,248.2,1,241.7,171,0,0,186,50.01,0,0,0.3,1260.4
2018/7/4 7:40:52,0,0.7,0,245.4,1,242.5,180,0,0,195,50.01,0,0,0.3,1260.4
2018/7/4 7:45:52,0,0.9,0,246.7,1.2,240.8,217,0,0,238,50.01,0,0,0.3,1260.4
2018/7/4 7:50:52,0,1,0,242.8,1.2,237.2,227,0,0,245,50.01,0,0,0.3,1260.4
2018/7/4 7:55:52,0,1.1,0,241.1,1.3,239.9,255,0,0,271,0,0,0.3,1260.4,
2018/7/4 8:00:52,0,1,0,242,1.2,239.7,226,0,0,245,49.97,0,0,0.3,1260.4
2018/7/4 8:05:52,0,0.9,0,239.3,1.1,243.2,206,0,0,225,49.96,0,0,0.4,1260.5
2018/7/4 8:10:52,0,1.1,0,243.9,1.4,240.6,265,0,0,283,0,0,0.4,1260.5,
2018/7/4 8:15:52,0,1.4,0,248,1.7,240.6,349,0,0,370,0,0,0.4,1260.5,
2018/7/4 8:20:52,0,1.3,0,243.7,1.5,240.7,303,0,0,323,49.95,0,0,0.4,1260.5
2018/7/4 8:25:52,0,1.8,0,236.6,1.9,244.3,409,0,0,432,49.97,0,0,0.5,1260.6
2018/7/4 8:30:52,0,1.7,0,244,1.8,243.8,399,0,0,423,0,0,0.5,1260.6,
2018/7/4 8:35:52,0,2.2,0,249.2,2.4,244.7,533,0,0,566,0,0,0.5,1260.6,
2018/7/4 8:40:52,0,1.7,0,240.8,1.8,244.9,397,0,0,421,0,0,0.6,1260.7,
2018/7/4 8:45:52,0,1.7,0,251.5,1.9,246.8,432,0,0,452,49.96,0,0,0.6,1260.7
2018/7/4 8:50:52,0,2.1,0,230.1,2.1,244,467,0,0,504,49.99,0,0,0.6,1260.7
2018/7/4 8:55:52,0,1.5,0,236.1,1.7,242.1,344,0,0,374,50.01,0,0,0.7,1260.8
2018/7/4 9:00:52,0,2.3,0,245.7,2.4,243,549,0,0,575,0,0,0.7,1260.8,
2018/7/4 9:05:52,0,2.6,0,240.9,2.6,243.6,590,0,0,629,50.01,0,0,0.8,1260.9
2018/7/4 9:10:52,0,2.6,0,239.6,2.6,242,598,0,0,631,50.02,0,0,0.8,1260.9
2018/7/4 9:15:52,0,2.8,0,240.4,2.8,244.6,650,0,0,685,50.03,0,0,0.9,1261
2018/7/4 9:20:54,0,2.8,0,199.9,2.3,243.8,533,0,0,562,50.02,0,0,0.9,1261
2018/7/4 9:25:52,0,3.1,0,198,2.6,244.9,596,0,0,630,50.03,0,0,1,1261.1
2018/7/4 9:30:53,0,3.1,0,195,2.5,244.4,573,0,0,605,0,0,1,1261.1,
2018/7/4 9:35:52,0,3.3,0,199.3,2.7,243.2,631,0,0,667,50.01,0,0,1.1,1261.2
2018/7/4 9:40:52,0,3.5,0,196.6,2.8,244,660,0,0,697,50.01,0,0,1.1,1261.2
2018/7/4 9:45:53,0,3.6,0,196.3,2.9,244.2,681,0,0,717,50.01,0,0,1.2,1261.3
2018/7/4 9:50:53,0,3.8,0,196.4,3,240.6,709,0,0,749,50.02,0,0,1.2,1261.3
2018/7/4 9:55:53,0,3.9,0,197,3.1,242,739,0,0,779,50.01,0,0,1.3,1261.4
2018/7/4 10:00:53,0,4,0,196.7,3.3,238.6,763,0,0,807,50.01,0,0,1.3,1261.5
2018/7/4 10:05:53,0,3.9,0,202.2,3.2,240.4,761,0,0,802,50.02,0,0,1.4,1261.5
2018/7/4 10:10:53,0,2.4,0,198.6,2.1,243,465,0,0,492,50.01,0,0,1.5,1261.6
2018/7/4 10:15:53,0,4.9,0,199.7,3.9,243.3,932,0,0,986,50.02,0,0,1.5,1261.6
2018/7/4 10:20:53,0,5.4,0,193.7,4.2,242.8,1006,0,0,1063,0,0,1.6,1261.7,
2018/7/4 10:25:53,0,5.7,0,195.2,4.4,243,1064,0,0,1115,50.03,0,0,1.7,1261.8
2018/7/4 10:30:54,0,3.8,0,193.7,3,242,698,0,0,737,50.02,0,0,1.8,1261.9
2018/7/4 10:35:53,0,3.9,0,256.7,4.1,242.5,970,0,0,1024,50.01,0,0,1.8,1261.9
2018/7/4 10:40:53,0,4.1,0,254.1,4.2,242.4,1014,0,0,1065,0,0,1.9,1262,
2018/7/4 10:45:53,0,4.2,0,253,4.3,243.3,1027,0,0,1081,50,0,0,2,1262.1
2018/7/4 10:50:53,0,4.4,0,251.9,4.5,239.5,1064,0,0,1120,50,0,0,2.1,1262.2
2018/7/4 10:55:53,0,4.8,0,250.2,4.8,242.6,1144,0,0,1203,50,0,0,2.2,1262.3
2018/7/4 11:00:53,0,4.9,0,248,4.9,242.8,1176,0,0,1237,50,0,0,2.3,1262.4
2018/7/4 11:05:53,0,5.3,0,244.9,5.2,240.7,1248,0,0,1317,50.01,0,0,2.4,1262.5
2018/7/4 11:10:53,0,5.5,0,242.5,5.4,241.7,1281,0,0,1350,50,0,0,2.5,1262.6
2018/7/4 11:15:53,0,5.6,0,242.2,5.4,243.2,1304,0,0,1374,50.01,0,0,2.6,1262.7
2018/7/4 11:20:53,0,5.9,0,237.7,5.7,239.3,1348,0,0,1422,50.03,0,0,2.7,1262.8
2018/7/4 11:25:53,0,6.2,0,235.8,5.8,242.9,1391,0,0,1466,50.01,0,0,2.8,1262.9
2018/7/4 11:30:53,0,6.3,0,235,5.8,242.9,1407,0,0,1482,0,0,2.9,1263,
2018/7/4 11:35:53,0,6.4,0,231.9,5.9,242.5,1427,0,0,1506,50.01,0,0,3,1263.1
2018/7/4 11:40:53,0,6.8,0,227.7,6.1,241.9,1472,0,0,1554,50.01,0,0,3.1,1263.3
2018/7/4 11:45:53,0,7,0,224.7,6.2,242.3,1502,0,0,1585,50,0,0,3.3,1263.4
2018/7/4 11:50:53,0,7.3,0,224.1,6.5,241.3,1550,0,0,1638,49.99,0,0,3.4,1263.5
2018/7/4 11:55:53,0,8,0,223.1,7,244,1703,0,0,1800,50.01,0,0,3.5,1263.7
2018/7/4 12:00:53,0,3.3,0,225.5,3.1,243.1,730,0,0,765,50.01,0,0,3.7,1263.8
2018/7/4 12:05:53,0,3.3,0,233.4,3.1,245,740,0,0,776,50.02,0,0,3.7,1263.9
2018/7/4 12:10:53,0,2.3,0,227.3,2.3,241.9,521,0,0,546,0,0,3.9,1264,
2018/7/4 12:15:53,0,7.8,0,223.3,6.8,243.6,1655,0,0,1746,50.03,0,0,3.9,1264.1
2018/7/4 12:20:54,0,7.4,0,221.3,6.5,243.2,1568,0,0,1661,50.01,0,0,4.1,1264.2
2018/7/4 12:25:54,0,7.6,0,225.5,6.7,245.9,1628,0,0,1720,50.02,0,0,4.2,1264.3
2018/7/4 12:30:54,0,7.7,0,223.3,6.8,241.5,1637,0,0,1731,50.03,0,0,4.4,1264.5
2018/7/4 12:35:54,0,7.8,0,223.8,6.8,242.4,1646,0,0,1749,50.03,0,0,4.5,1264.6
2018/7/4 12:40:54,0,7.9,0,222.7,7,240.1,1668,0,0,1763,0,0,4.6,1264.8,
2018/7/4 12:45:54,0,7.9,0,222.4,6.9,243.6,1669,0,0,1764,50.01,0,0,4.8,1264.9
2018/7/4 12:50:54,0,8,0,219.8,6.9,245.2,1675,0,0,1771,50.02,0,0,4.9,1265
2018/7/4 12:55:54,0,8,0,220.3,6.8,245.5,1671,0,0,1766,50.02,0,0,5,1265.2
2018/7/4 13:00:54,0,8.1,0,220,6.9,247.7,1701,0,0,1799,50.02,0,0,5.2,1265.3
2018/7/4 13:05:56,0,8,0,219.2,6.8,247.7,1674,0,0,1771,50.02,0,0,5.3,1265.5
2018/7/4 13:10:55,0,8.2,0,219.3,7,248.8,1719,0,0,1815,50.02,0,0,5.5,1265.6
2018/7/4 13:15:54,0,8.2,0,219.6,7.1,245.6,1718,0,0,1817,50.02,0,0,5.6,1265.7
2018/7/4 13:20:54,0,8.3,0,219.9,7,247.3,1733,0,0,1833,50.04,0,0,5.8,1265.9
2018/7/4 13:25:54,0,8.2,0,222.2,7.1,247.8,1743,0,0,1842,50.03,0,0,5.9,1266
2018/7/4 13:30:54,0,8.3,0,221.6,7.1,247.9,1744,0,0,1843,50.03,0,0,6,1266.2
2018/7/4 13:35:54,0,8.4,0,219.3,7.1,248.3,1755,0,0,1856,50.04,0,0,6.2,1266.3
2018/7/4 13:40:54,0,8.3,0,222.6,7.2,247.5,1769,0,0,1871,50.05,0,0,6.3,1266.5
2018/7/4 13:45:56,0,8.3,0,222,7.2,246.4,1761,0,0,1864,50.03,0,0,6.5,1266.6
2018/7/4 13:50:54,0,8.3,0,223,7.2,245.4,1769,0,0,1871,50.03,0,0,6.6,1266.8
2018/7/4 13:55:54,0,8.4,0,221.7,7.2,248,1777,0,0,1879,50.03,0,0,6.8,1266.9
2018/7/4 14:00:56,0,8.4,0,220.3,7.1,249.1,1759,0,0,1859,50.01,0,0,6.9,1267.1
2018/7/4 14:05:54,0,8.5,0,218.8,7.1,248.7,1768,0,0,1868,50.03,0,0,7.1,1267.2
2018/7/4 14:10:55,0,8.4,0,221.1,7.3,245.5,1775,0,0,1879,50.02,0,0,7.2,1267.4
2018/7/4 14:15:54,0,8.4,0,221.9,7.2,247.4,1773,0,0,1874,50.02,0,0,7.4,1267.5
2018/7/4 14:20:54,0,8.4,0,223.1,7.2,249.2,1792,0,0,1894,50.02,0,0,7.5,1267.6
2018/7/4 14:25:56,0,8.5,0,222.4,7.3,247.7,1794,0,0,1898,50.02,0,0,7.7,1267.8
2018/7/4 14:30:54,0,8.4,0,221.6,7.2,248.4,1777,0,0,1879,50.01,0,0,7.8,1267.9
2018/7/4 14:35:54,0,8.4,0,220.5,7.2,248.6,1772,0,0,1874,50.02,0,0,8,1268.1
2018/7/4 14:40:54,0,8.3,0,223.1,7.2,248.3,1768,0,0,1868,50.02,0,0,8.1,1268.2
2018/7/4 14:45:55,0,8.3,0,222.7,7.1,248.6,1769,0,0,1869,50.03,0,0,8.3,1268.4
2018/7/4 14:50:54,0,8.3,0,223.6,7.1,249,1770,0,0,1870,50.03,0,0,8.4,1268.5
2018/7/4 14:55:54,0,8.3,0,223.3,7.1,248.8,1759,0,0,1859,50.01,0,0,8.6,1268.7
2018/7/4 15:00:54,0,8.2,0,222.9,7,248.5,1744,0,0,1843,50,0,0,8.7,1268.8
2018/7/4 15:05:54,0,8.2,0,221,7,248.5,1737,0,0,1835,50.02,0,0,8.8,1269
2018/7/4 15:10:54,0,8.1,0,224.4,7,248.3,1726,0,0,1824,50,0,0,9,1269.1
2018/7/4 15:15:55,0,8.1,0,220,7,246.4,1709,0,0,1805,50,0,0,9.1,1269.3
2018/7/4 15:20:57,0,8.1,0,221,6.9,245.7,1698,0,0,1793,49.98,0,0,9.3,1269.4
2018/7/4 15:25:55,0,8,0,223.3,6.9,245.2,1696,0,0,1793,49.97,0,0,9.4,1269.5
2018/7/4 15:30:55,0,7.9,0,224.9,6.9,246.2,1686,0,0,1782,49.96,0,0,9.6,1269.7
2018/7/4 15:35:55,0,7.8,0,224.2,6.7,248,1660,0,0,1752,49.94,0,0,9.7,1269.8
2018/7/4 15:40:55,0,7.7,0,222,6.7,245,1639,0,0,1729,49.94,0,0,9.8,1270
2018/7/4 15:45:55,0,7.6,0,223.6,6.6,246,1620,0,0,1711,49.95,0,0,10,1270.1
2018/7/4 15:50:55,0,7.5,0,221.4,6.5,246,1594,0,0,1682,49.94,0,0,10.1,1270.2
2018/7/4 15:55:55,0,7.5,0,221.7,6.4,246.1,1580,0,0,1677,49.96,0,0,10.2,1270.4
2018/7/4 16:00:55,0,7.4,0,223.2,6.4,247.6,1571,0,0,1657,0,0,10.4,1270.5,
2018/7/4 16:05:55,0,7.2,0,225.6,6.4,246.1,1559,0,0,1645,49.95,0,0,10.5,1270.6
2018/7/4 16:10:57,0,7.1,0,228.7,6.4,245,1552,0,0,1639,49.96,0,0,10.6,1270.8
2018/7/4 16:15:55,0,7,0,228.6,6.2,245.6,1521,0,0,1605,49.96,0,0,10.8,1270.9
2018/7/4 16:20:55,0,6.8,0,230.9,6.1,247.2,1504,0,0,1586,49.95,0,0,10.9,1271
2018/7/4 16:25:55,0,6.8,0,226.7,6.1,243,1468,0,0,1547,49.96,0,0,11,1271.1
2018/7/4 16:30:57,0,6.6,0,227.6,6,242.6,1444,0,0,1524,49.97,0,0,11.1,1271.3
2018/7/4 16:35:55,0,6.5,0,229.2,6,237.3,1412,0,0,1491,49.97,0,0,11.3,1271.4
2018/7/4 16:40:55,0,5.7,0,242.1,5.5,241.1,1315,0,0,1385,49.97,0,0,11.4,1271.5
2018/7/4 16:45:55,0,3.4,0,260.3,3.7,240.7,865,0,0,905,49.95,0,0,11.5,1271.6
2018/7/4 16:50:55,0,1.3,0,270,1.7,239.8,361,0,0,377,49.97,0,0,11.5,1271.6
2018/7/4 16:55:55,0,1,0,272.4,1.4,242.3,290,0,0,300,49.98,0,0,11.6,1271.7
2018/7/4 17:00:55,0,5.7,0,220.1,5,245,1205,0,0,1267,49.99,0,0,11.6,1271.7
2018/7/4 17:05:55,0,3.9,0,244.2,3.8,245.7,919,0,0,964,50,0,0,11.7,1271.8
2018/7/4 17:11:00,0,5.4,0,214.9,4.6,244.6,1120,0,0,1180,50.02,0,0,11.8,1271.9
2018/7/4 17:15:55,0,2.8,0,241.6,2.8,244.1,664,0,0,695,50.01,0,0,11.9,1272
2018/7/4 17:20:55,0,0.9,0,252.1,1.2,243.1,221,0,0,237,50,0,0,11.9,1272
2018/7/4 17:25:56,0,0.8,0,252.4,1.1,243.5,187,0,0,202,49.99,0,0,11.9,1272
2018/7/4 17:30:56,0,0.7,0,250.1,1,245.1,184,0,0,196,0,0,11.9,1272,
2018/7/4 17:35:55,0,0.7,0,248.9,1,245.6,175,0,0,187,49.97,0,0,11.9,1272
2018/7/4 17:40:55,0,0.7,0,247.6,1,245.9,165,0,0,180,0,0,12,1272.1,
2018/7/4 17:45:57,0,0.7,0,243,0.9,245,156,0,0,171,49.97,0,0,12,1272.1
2018/7/4 17:50:57,0,0.6,0,247.7,0.9,244.7,146,0,0,161,49.97,0,0,12,1272.1
2018/7/4 17:55:55,0,0.6,0,247.5,0.9,245,141,0,0,156,49.97,0,0,12,1272.1
2018/7/4 18:00:56,0,0.5,0,257.5,0.9,245.5,138,0,0,148,49.95,0,0,12,1272.1
2018/7/4 18:05:56,0,0.5,0,255,0.9,241.8,132,0,0,146,49.96,0,0,12,1272.1
2018/7/4 18:10:57,0,0.5,0,254.7,0.9,241.3,128,0,0,141,49.96,0,0,12,1272.1
2018/7/4 18:15:56,0,0.5,0,252.3,0.8,243.9,123,0,0,135,0,0,12,1272.1,
2018/7/4 18:20:59,0,0.5,0,248.4,0.9,245.4,118,0,0,131,50,0,0,12,1272.1
2018/7/4 18:25:56,0,0.5,0,249.8,0.8,245.6,113,0,0,127,50.01,0,0,12.1,1272.2
2018/7/4 18:30:57,0,0.4,0,250.5,0.8,244.4,108,0,0,122,50.02,0,0,12.1,1272.2
2018/7/4 18:35:56,0,0.4,0,248.7,0.8,241.7,105,0,0,120,50.02,0,0,12.1,1272.2
2018/7/4 18:40:58,0,0.4,0,249.3,0.8,241.5,101,0,0,116,50,0,0,12.1,1272.2
2018/7/4 18:45:56,0,0.4,0,247.9,0.8,244,98,0,0,115,49.98,0,0,12.1,1272.2
2018/7/4 18:50:56,0,0.4,0,247.4,0.8,244.4,94,0,0,109,50.02,0,0,12.1,1272.2
2018/7/4 18:55:56,0,0.4,0,243.5,0.7,245.3,90,0,0,104,50.04,0,0,12.1,1272.2
2018/7/4 19:01:02,0,0.4,0,244.3,0.7,241.5,86,0,0,99,50.03,0,0,12.1,1272.2
2018/7/4 19:05:56,0,0.3,0,241.5,0.7,241.6,83,0,0,96,50.04,0,0,12.1,1272.2
2018/7/4 19:10:56,0,0.3,0,241.5,0.7,238.8,79,0,0,93,50.01,0,0,12.1,1272.2
2018/7/4 19:15:56,0,0.3,0,241.5,0.7,241.3,76,0,0,89,49.99,0,0,12.1,1272.2
2018/7/4 19:20:56,0,0.3,0,240.1,0.7,241.3,72,0,0,85,49.96,0,0,12.1,1272.2
2018/7/4 19:25:57,0,0.3,0,239.4,0.7,244.2,70,0,0,83,49.95,0,0,12.1,1272.2
2018/7/4 19:30:56,0,0.3,0,239.3,0.7,243.7,67,0,0,81,49.94,0,0,12.2,1272.3
2018/7/4 19:35:56,0,0.3,0,238.7,0.7,240,63,0,0,80,49.93,0,0,12.2,1272.3
2018/7/4 19:40:56,0,0.3,0,235.2,0.7,240.7,60,0,0,70,49.93,0,0,12.2,1272.3
2018/7/4 19:45:57,0,0.3,0,236.4,0.7,241.7,57,0,0,72,49.95,0,0,12.2,1272.3
2018/7/4 19:50:56,0,0.2,0,245.3,0.7,244.7,53,0,0,67,49.93,0,0,12.2,1272.3
2018/7/4 19:55:59,0,0.2,0,240.9,0.7,243,49,0,0,63,49.95,0,0,12.2,1272.3
2018/7/4 20:00:58,0,0.2,0,240,0.6,242.7,46,0,0,60,49.92,0,0,12.2,1272.3
2018/7/4 20:05:56,0,0.2,0,241.3,0.6,242.4,42,0,0,55,49.96,0,0,12.2,1272.3
2018/7/4 20:10:56,0,0.2,0,238.3,0.6,243.4,39,0,0,52,49.98,0,0,12.2,1272.3
2018/7/4 20:15:56,0,0.1,0,235.9,0.6,238.8,30,0,0,44,49.98,0,0,12.2,1272.3
2018/7/4 20:20:56,0,0.1,0,230.6,0.6,242.2,23,0,0,36,49.97,0,0,12.2,1272.3
2018/7/4 20:25:56,0,0.1,0,228.6,0.6,241.3,22,0,0,34,49.97,0,0,12.2,1272.3
2018/7/4 20:30:57,0,0.1,0,231.2,0.6,242,23,0,0,36,50,0,0,12.2,1272.3
2018/7/4 20:35:56,0,0.1,0,225.3,0.6,242.4,20,0,0,31,49.98,0,0,12.2,1272.3
2018/7/4 20:40:57,0,0.1,0,223.1,0.6,242.4,18,0,0,29,49.97,0,0,12.2,1272.3
2018/7/4 20:45:56,0,0.1,0,226.1,0.6,242,15,0,0,26,49.97,0,0,12.2,1272.3
2018/7/4 20:51:02,0,0.1,0,201.3,0.6,241.2,13,0,0,24,49.97,0,0,12.2,1272.3
2018/7/4 20:55:57,0,0.1,0,198.7,0.5,242,10,0,0,22,49.96,0,0,12.2,1272.3
2018/7/4 21:00:57,0,0,0,193.8,0.5,241.6,8,0,0,18,49.94,0,0,12.2,1272.3
2018/7/4 21:05:58,0,0,0,195.6,0.5,242.5,6,0,0,16,49.95,0,0,12.2,1272.3
2018/7/4 21:10:57,0,0,0,222.3,0.4,241.7,5,0,0,17,49.93,0,0,12.2,1272.3
2018/7/4 21:15:58,0,0,0,198.9,0.5,241.3,5,0,0,15,49.97,0,0,12.2,1272.3
2018/7/4 21:20:57,0,0,0,174,0.5,241.1,5,0,0,15,49.96,0,0,12.2,1272.3
2018/7/4 21:25:58,0,0,0,140.6,0,240.1,5,0,0,15,49.96,0,0,12.2,1272.3
2018/7/4 21:31:00,0,0,0,89,0,239.1,0,0,5,0,49.97,0,0,12.2,1272.3
2018/7/5 3:59:23,0,0,0,89.7,0.4,244.4,0,0,5,0,49.96,0,0,0,1272.3
2018/7/5 4:04:23,0,0,0,96.2,0.4,244.9,0,0,5,0,49.96,0,0,0,1272.3
2018/7/5 4:09:23,0,0,0,97.2,0.4,245.3,0,0,5,0,49.96,0,0,0,1272.3
2018/7/5 4:14:23,0,0,0,88,0.4,245.9,0,0,5,0,49.97,0,0,0,1272.3
2018/7/5 4:19:24,0,0,0,85,0.4,242.9,0,0,5,0,0,0,0,1272.3,
2018/7/5 4:24:24,0,0,0,84.2,0.4,243.3,0,0,5,0,49.97,0,0,0,1272.3
2018/7/5 4:29:24,0,0,0,86.2,0.4,244,0,0,5,0,49.98,0,0,0,1272.3
2018/7/5 4:34:24,0,0,0,160.9,0.4,244.6,0,0,5,0,50,0,0,0,1272.3
2018/7/5 4:39:24,0,0,0,171,0.4,244,0,0,5,0,0,0,0,1272.3,
2018/7/5 4:44:27,0,0.1,0,168.8,0.5,244.4,12,0,0,22,50,0,0,0,1272.3
2018/7/5 4:49:24,0,0.1,0,160.3,0.6,243,12,0,0,22,49.99,0,0,0,1272.3
2018/7/5 4:54:24,0,0.1,0,200.5,0.6,244.2,14,0,0,27,49.97,0,0,0,1272.3
2018/7/5 4:59:25,0,0.1,0,211.8,0.6,243.8,21,0,0,34,49.97,0,0,0,1272.3
2018/7/5 5:04:24,0,0.1,0,229.3,0.6,242.1,28,0,0,44,49.94,0,0,0,1272.3
2018/7/5 5:09:24,0,0.2,0,237.4,0.7,242.6,48,0,0,66,49.95,0,0,0,1272.3
2018/7/5 5:14:28,0,0.2,0,239.4,0.6,241.7,44,0,0,61,49.97,0,0,0,1272.3
2018/7/5 5:19:24,0,0.2,0,227.9,0.7,241.8,51,0,0,67,49.97,0,0,0,1272.3
2018/7/5 5:24:24,0,0.2,0,238.5,0.6,241.2,48,0,0,66,49.98,0,0,0,1272.3
2018/7/5 5:46:07,0,0.2,0,238.7,0.7,238.5,43,0,0,60,0,0,0,1272.3,
2018/7/5 5:51:07,0,0.3,0,238.6,0.7,240.4,69,0,0,87,0,0,0,1272.3,
2018/7/5 5:54:37,0,0.3,0,241.9,0.7,241,74,0,0,90,0,0,0,1272.3,
2018/7/5 6:04:37,0,0.4,0,239.4,0.7,243.2,80,0,0,98,0,0,0,1272.3,
2018/7/5 6:09:37,0,0.4,0,235.9,0.7,245.8,83,0,0,100,0,0,0,1272.3,
2018/7/5 6:14:46,0,0.3,0,243.3,0.7,246.4,67,0,0,85,0,0,0,1272.3,
2018/7/5 6:19:46,0,0.3,0,226.5,0.7,245.1,66,0,0,82,0,0,0,1272.3,
2018/7/5 6:23:07,0,0.3,0,237.6,0.7,245.9,65,0,0,81,0,0,0,1272.3,
2018/7/5 6:28:07,0,0.3,0,236.7,0.7,245.2,59,0,0,77,0,0,0,1272.3,
2018/7/5 6:33:03,0,0.3,0,238.6,0.6,244.7,60,0,0,79,50,0,0,0,1272.3
2018/7/5 6:39:30,0,0.3,0,240.6,0.7,243.7,74,0,0,91,0,0,0,1272.3,
2018/7/5 6:49:30,0,0.7,0,244.5,0.9,243,160,0,0,181,0,0,0.1,1272.4,
2018/7/5 6:59:30,0,0.8,0,241.3,1.1,242.6,195,0,0,217,0,0,0.1,1272.4,
2018/7/5 7:09:30,0,1,0,241.7,1.2,243.8,234,0,0,257,0,0,0.1,1272.4,
2018/7/5 7:19:30,0,1.1,0,243.6,1.3,243,249,0,0,271,0,0,0.2,1272.5,
2018/7/5 7:21:44,0,1.1,0,241.5,1.3,242.7,250,0,0,274,0,0,0.2,1272.5,
2018/7/5 7:26:44,0,1,0,243.7,1.2,243.2,231,0,0,254,0,0,0.2,1272.5,
2018/7/5 7:40:03,0,1.2,0,246.2,1.4,243.2,276,0,0,301,0,0,0.3,1272.6,
2018/7/5 7:45:03,0,1.3,0,245.8,1.4,242.7,295,0,0,320,0,0,0.3,1272.6,
2018/7/5 7:49:19,0,1.2,0,244.5,1.4,242.6,290,0,0,314,0,0,0.3,1272.6,
2018/7/5 7:59:19,0,1.5,0,243.8,1.6,244.1,344,0,0,369,0,0,0.4,1272.7,
2018/7/5 8:09:19,0,1.5,0,242.9,1.6,241.4,351,0,0,377,0,0,0.4,1272.7,
2018/7/5 8:14:19,0,1.3,0,243.8,1.5,241.8,311,0,0,336,50.04,0,0,0.5,1272.8
2018/7/5 8:18:12,0,1.3,0,242.1,1.5,243.4,303,0,0,327,0,0,0.5,1272.8,
2018/7/5 8:28:12,0,1.4,0,242.1,1.5,245.2,315,0,0,340,0,0,0.5,1272.8,
2018/7/5 8:33:12,0,1.4,0,241.3,1.5,245.3,325,0,0,349,50.05,0,0,0.6,1272.9
